current,temperature,vibration,torque,speed,failure
369.8685661204493,73.61735698828815,3.1476885381006925,741.3817913844815,1440.6338650110665,0
340.6345217220328,90.79212815507391,3.267434729152909,621.8315368439029,1471.7024017434385,1
331.46329228750153,70.34270246429743,2.741962271566034,535.2031853205322,1381.0032866994786,0
327.5084988303611,64.87168879665576,2.814247332595274,595.5185554687273,1393.5078519465883,0
408.62595075686215,72.74223699513465,2.5675282046879238,564.5151088271925,1428.2246910189926,0
354.43690358839467,63.490064225776976,2.875698018345672,613.9616786048717,1438.3322500082688,0
325.9317355108241,93.52278184508938,2.486502775262066,586.537344262646,1482.9017964841275,1
301.16625400115913,77.08863595004756,0.5403298761202244,570.3088370660942,1457.874449434765,0
379.5386631998164,76.7136828118997,2.3843517176117595,631.9337782646427,1390.859120385303,0
321.20623166421166,70.39361229040213,3.5571222262189157,670.6170973741077,1379.4783937854907,0
362.9633587757918,71.14917719583684,1.8230779996940414,686.7005773304521,1491.239980899838,0
387.2512047646479,66.60782476777362,2.1907876241487854,669.8758058842138,1489.0218050848944,0
330.8330304861884,73.14341023336183,1.3936650259939718,578.2276025551597,1482.5010328957678,0
404.24960114283294,74.27989878419666,3.503532897892024,671.698161502858,1424.1952098157951,0
364.4558242203366,90.38036566465969,2.4641739608900486,743.8786193488404,1345.2101958364103,1
382.87610017500896,75.87047068238171,2.2009926495341325,655.5056465921301,1370.4972434159642,0
341.2131244864995,78.57112571511746,3.9778940447415163,618.9037869035811,1417.6602558842726,0
329.9297182566185,84.15402117702074,2.8287511096596845,618.2143877739777,1470.5306973245342,0
353.8831019739216,84.68644990532889,1.7979469061226476,630.340271204134,1434.3156738747136,0
291.4594020747153,77.96120277064576,2.761055272179889,650.3068073985477,1440.6165146649942,0
293.3851703179834,70.79354677234642,2.1572854834732307,601.8633638467029,1443.5485715333596,0
366.16203427258154,93.8618590121053,2.674577812831839,665.4530234433659,1447.0221633693534,1
273.24915138803834,74.73486124550783,2.5602302099410266,797.7945267491172,1442.305561408755,0
362.0618936933445,74.65288230294756,1.331321962380468,718.5693688709013,1480.077321307471,0
381.64127788172186,65.9061254520526,3.902794310936099,565.8889362324632,1473.4742837520107,0
437.61822503239915,65.09463674869312,1.933702270397228,655.9790819052585,1429.860973835352,1
287.9734627573547,75.68562974806028,1.4376962862738951,678.4155458381109,1413.2230306306478,0
411.9973762007016,67.16746707663764,2.1779384837943243,698.8110330421802,1400.7654273426417,0
359.0983973841652,88.07142754282428,0.8925167654387725,661.0780315119382,1460.395311769937,0
381.27291487109244,62.63049289121918,1.1795433869157237,681.3164939370139,1461.8793869293274,0
360.0197140138351,78.46448209496975,1.8199752784215093,663.9352218296602,1461.7228989319472,0
321.4259432789453,93.65774511144757,2.9738329209117875,578.5217901678411,1476.2621443453531,1
311.01273319090717,82.87084603742451,3.658595579007404,600.7590608988974,1488.535045169773,0
366.51123707745995,83.2206015999449,4.396792982653947,635.2767130398278,1419.8505534257004,0
314.41942281497904,66.84189715034562,2.422898290585896,670.4691184889987,1461.0676319732008,0
383.08732996144096,75.13001891877907,3.953534077157317,634.1205900057226,1558.8067666635848,0
375.0266939106003,66.42842443583717,1.4291075019388877,678.9483449145911,1441.0614885869659,0
378.56001976368367,79.73237624573545,2.4271710873431274,599.1923769158957,1389.4061110125654,0
332.13940191731916,83.56398794323472,2.7140937441302038,575.2556732772807,1456.9272370340473,0
365.41269518915345,66.16142563798867,2.653725105945528,653.49252310676,1404.281188086775,0
364.3114944139313,80.60784526368235,3.583051243175277,713.2281231220942,1394.8932252817162,0
312.4869984033951,80.1503526720866,3.013785950912209,680.9028611783629,1604.1092596261888,0
372.83562042772667,86.35565640180599,3.4540017634932023,689.0834750783479,1437.389230214386,0
380.3587688197307,67.27174785462428,2.263181393259991,620.8781871302538,1453.2749655754528,0
442.58634266694037,56.32734807408252,3.1862601903745134,553.2370477286208,1431.1227253684226,1
393.55802387869466,75.64280019095463,1.4222552220706939,607.081777444402,1477.183909957387,0
320.78533473131455,77.16458589581976,2.545571839903814,610.903979143651,1535.757763573013,0
375.35676089272044,54.74857413342393,2.6864543147694278,610.2928121138967,1484.097333391849,0
318.29917046269196,73.85263558533102,3.0049872789804573,701.9453116502073,1401.988143717769,0
336.61995056636204,70.25054688839043,1.846670767426288,755.9272544168658,1466.1992684384381,0
299.5646418265982,84.17861947054776,4.622156197012633,711.9479156330688,1389.2252013618395,1
330.6306370853499,87.66911149186623,1.7923305343812193,676.6291656887737,1480.9853621371735,0
312.92278113687667,74.404746439382,-0.7412673400690726,588.5367415199426,1439.8972739442736,0
300.088672721406,91.32411303931636,1.0698586220393673,623.597330798181,1455.2296230914437,1
407.65093156264464,60.6413784882056,3.6631637521549596,650.6139836611752,1410.739653958082,0
368.4841389705308,76.9905969557347,1.8997831228412054,654.1881250994012,1434.5874561255296,0
354.5406938100499,81.62130674521046,4.086016816145352,575.731070070389,1535.3213349862506,0
271.9164880190999,73.48214904964416,3.0883172064845765,666.859512064102,1425.0920192071762,0
341.675109985709,70.06999065341168,1.9106352430557885,700.9761258212615,1464.280619438602,0
